global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward
11,0,11,1752712588.169691,1.8750731945037842,6,,,,,,68.2,79.1,13.044349670410156,225.7062644958496,0.008454322814941406,0.00943136215209961,1.0,0.0,-0.7355170845985413,-0.1278136670589447,0.4085111618041992,0.292629599571228,-0.6618941426277161,0.0030794143676757812,0.0031023025512695312,11.0
12,0,12,1752712588.1817498,1.887131929397583,6,,,,,,69.6,79.1,13.044349670410156,225.70626068115234,0.008455753326416016,0.009432792663574219,1.0,1.0,-0.5893738865852356,-0.14350271224975586,0.4382607042789459,0.2885854244232178,-0.6798503994941711,0.0038518905639648438,0.0028634071350097656,12.0
13,0,13,1752712588.1935368,1.898918628692627,6,,,,,,72.0,79.1,13.042667388916016,225.70624542236328,0.008457183837890625,0.009434223175048828,1.0,0.0,-0.7285188436508179,-0.14858779311180115,0.38370057940483093,0.23213888704776764,-0.643454372882843,0.0038805007934570312,0.0029582977294921875,13.0
14,0,14,1752712588.2048075,1.9101893901824951,6,,,,,,66.7,79.1,13.040752410888672,225.70624160766602,0.008458614349365234,0.009435653686523438,1.0,1.0,-0.5949421525001526,-0.16583576798439026,0.40473198890686035,0.2285483330488205,-0.6687830090522766,0.0030193328857421875,0.0032262802124023438,14.0
15,0,15,1752712588.2170775,1.922459602355957,6,,,,,,76.9,79.1,13.039070129394531,225.70623016357422,0.008460044860839844,0.009437084197998047,1.0,1.0,-0.6654677391052246,-0.17253047227859497,0.3674241006374359,0.1725473701953888,-0.6396360993385315,0.004114627838134766,0.0030281543731689453,15.0
16,0,16,1752712588.227692,1.9330737590789795,6,,,,,,80.0,79.1,13.035224914550781,225.70622634887695,0.008461475372314453,0.009438514709472656,1.0,0.0,-0.6515316367149353,-0.18118606507778168,0.5666874051094055,0.4319562017917633,-0.6721487641334534,0.003098011016845703,0.002778768539428711,16.0
17,0,17,1752712588.238728,1.9441101551055908,6,,,,,,77.3,79.1,13.035224914550781,225.7062225341797,0.008462905883789062,0.009439945220947266,1.0,0.0,-0.7162410020828247,-0.20254692435264587,0.4408067464828491,0.21909262239933014,-0.7661486864089966,0.003513336181640625,0.0028371810913085938,17.0
18,0,18,1752712588.250902,1.9562840461730957,6,,,,,,87.5,79.1,13.034503936767578,225.70621490478516,0.008464336395263672,0.009441375732421875,1.0,1.0,-0.606850266456604,-0.2243114411830902,0.4418801963329315,0.21638517081737518,-0.8058611750602722,0.0038900375366210938,0.002862215042114258,18.0
19,0,19,1752712588.263071,1.9684534072875977,6,,,,,,80.8,79.1,13.03426742553711,225.70620346069336,0.008465766906738281,0.009442806243896484,1.0,1.0,-0.6784241795539856,-0.23569601774215698,0.4400743842124939,0.16132017970085144,-0.7919209003448486,0.0038225650787353516,0.002698183059692383,19.0
20,0,20,1752712588.2745538,1.979935884475708,6,,,,,,85.7,79.1,13.03433609008789,225.70619583129883,0.00846719741821289,0.009444236755371094,1.0,1.0,-0.7487278580665588,-0.2493581771850586,0.6445568203926086,0.4391847848892212,-0.8404425382614136,0.003470182418823242,0.002781391143798828,20.0
21,0,21,1752712588.2862597,1.9916417598724365,6,,,,,,83.3,79.1,13.038124084472656,225.70619201660156,0.0084686279296875,0.009445667266845703,1.0,0.0,-0.5874967575073242,-0.26578617095947266,0.9311749935150146,0.8094649314880371,-1.1311460733413696,0.003497600555419922,0.003300189971923828,21.0
22,0,22,1752712588.2979395,2.003321647644043,6,,,,,,82.6,79.1,13.038124084472656,225.7061882019043,0.00847005844116211,0.009447097778320312,1.0,0.0,-0.639413595199585,-0.2961744964122772,0.7909060716629028,0.4434669017791748,-1.1249008178710938,0.0033049583435058594,0.0030498504638671875,22.0
23,0,23,1752712588.3096776,2.01505970954895,6,,,,,,86.4,79.1,13.0374755859375,225.70618057250977,0.008471488952636719,0.009448528289794922,1.0,1.0,-0.6893295049667358,-0.3281922936439514,0.7119783759117126,0.36484912037849426,-1.2460463047027588,0.0037360191345214844,0.0029997825622558594,23.0
24,0,24,1752712588.3206854,2.0260674953460693,6,,,,,,82.6,79.1,13.036514282226562,225.70618057250977,0.008472919464111328,0.009449958801269531,1.0,0.0,-0.634291410446167,-0.3504800796508789,0.8913035988807678,0.44924330711364746,-1.3159881830215454,0.002679586410522461,0.003301858901977539,24.0
25,0,25,1752712588.3314683,2.0368504524230957,6,,,,,,85.7,79.1,13.036514282226562,225.7061767578125,0.008474349975585938,0.00945138931274414,1.0,0.0,-0.6889567971229553,-0.3875798285007477,0.8255298137664795,0.4161456525325775,-1.4508684873580933,0.0025429725646972656,0.002947092056274414,25.0
26,0,26,1752712588.342025,2.0474071502685547,6,,,,,,77.3,79.1,13.034591674804688,225.7061653137207,0.008475780487060547,0.00945281982421875,1.0,0.0,-0.7471567392349243,-0.42656663060188293,0.8117263913154602,0.4161880612373352,-1.5358799695968628,0.0030710697174072266,0.002250194549560547,26.0
27,0,27,1752712588.352997,2.0583791732788086,6,,,,,,77.3,79.1,13.032909393310547,225.70615768432617,0.008477210998535156,0.00945425033569336,1.0,1.0,-0.5888633728027344,-0.4671814739704132,0.8456858992576599,0.3641818165779114,-1.5719903707504272,0.0034487247467041016,0.0024247169494628906,27.0
28,0,28,1752712588.3631337,2.0685157775878906,6,,,,,,71.4,79.2,13.015380859375,225.70614624023438,0.008478641510009766,0.009455680847167969,1.0,1.0,-0.6577765941619873,-0.4971799850463867,0.7659188508987427,0.260172963142395,-1.5598145723342896,0.00342559814453125,0.002885103225708008,28.0
29,0,29,1752712588.3735037,2.078885555267334,6,,,,,,84.2,79.2,13.015380859375,225.70614624023438,0.008480072021484375,0.009457111358642578,1.0,0.0,-0.661154568195343,-0.5304790139198303,0.8565570712089539,0.20928752422332764,-1.6143220663070679,0.003288745880126953,0.0028493404388427734,29.0
30,0,30,1752712588.3846216,2.090003728866577,6,,,,,,86.4,79.2,13.015380859375,225.70613861083984,0.008481502532958984,0.009458541870117188,1.0,0.0,-0.7150580883026123,-0.5795705318450928,0.8294294476509094,0.2115195393562317,-1.7354463338851929,0.003200054168701172,0.0028471946716308594,30.0
31,0,31,1752712588.396307,2.101689100265503,6,,,,,,83.3,79.2,13.015380859375,225.70613861083984,0.008482933044433594,0.009459972381591797,1.0,1.0,-0.6198437809944153,-0.6309363842010498,0.8488176465034485,0.16177330911159515,-1.8088346719741821,0.003657102584838867,0.0030138492584228516,31.0
32,0,32,1752712588.407176,2.112558126449585,6,,,,,,82.6,79.2,13.015384674072266,225.70613479614258,0.008484363555908203,0.009461402893066406,1.0,0.0,-0.6963569521903992,-0.6717424392700195,0.8293467164039612,0.06011723354458809,-1.835376262664795,0.0030531883239746094,0.003012418746948242,32.0
33,0,33,1752712588.4191198,2.1245017051696777,6,,,,,,86.4,79.2,13.007694244384766,225.70612335205078,0.008485794067382812,0.009462833404541016,1.0,0.0,-0.7508131265640259,-0.7290627956390381,0.8415539860725403,0.011641801334917545,-1.9298126697540283,0.003280162811279297,0.003200531005859375,33.0
34,0,34,1752712588.4301748,2.135556697845459,6,,,,,,81.8,79.2,13.007705688476562,225.70611190795898,0.008487224578857422,0.009464263916015625,1.0,0.0,-0.8087210655212402,-0.78877854347229,0.8954806327819824,-0.08869855105876923,-1.978128433227539,0.002919912338256836,0.0029973983764648438,34.0
35,0,35,1752712588.441877,2.14725923538208,6,,,,,,82.6,79.2,13.007705688476562,225.70610427856445,0.008488655090332031,0.009465694427490234,1.0,0.0,-0.869295597076416,-0.8505859375,0.9864420890808105,0.1627473682165146,-1.9810271263122559,0.003293275833129883,0.0028150081634521484,35.0
36,0,36,1752712588.4539309,2.1593127250671387,6,,,,,,79.2,79.2,13.007705688476562,225.70610427856445,0.00849008560180664,0.009467124938964844,1.0,1.0,-0.5023422241210938,-0.9141049385070801,1.1122583150863647,0.432889848947525,-1.9388693571090698,0.0037016868591308594,0.003213167190551758,36.0
37,0,37,1752712588.4658244,2.171206474304199,6,,,,,,79.2,79.2,13.003860473632812,225.7060890197754,0.00849151611328125,0.009468555450439453,1.0,0.0,-0.8375805616378784,-0.9659109115600586,0.8094464540481567,0.021824659779667854,-1.85167396068573,0.0031430721282958984,0.0029892921447753906,37.0
38,0,38,1752712588.476962,2.1823441982269287,6,,,,,,76.2,79.2,12.99713134765625,225.7060890197754,0.00849294662475586,0.009469985961914062,1.0,1.0,-0.5249232053756714,-1.033630609512329,0.9776545166969299,0.29768094420433044,-1.8330105543136597,0.0026624202728271484,0.0033600330352783203,38.0
39,0,39,1752712588.4872313,2.192613363265991,6,,,,,,86.4,79.2,12.979618072509766,225.70607376098633,0.008494377136230469,0.009471416473388672,1.0,0.0,-0.8026909828186035,-1.08998703956604,0.7022160291671753,-0.1102641150355339,-1.7683568000793457,0.002293825149536133,0.002379894256591797,39.0
40,0,40,1752712588.497521,2.2029030323028564,6,,,,,,83.3,79.3,12.962574005126953,225.70605850219727,0.008495807647705078,0.009472846984863281,1.0,1.0,-0.5520240068435669,-1.1620351076126099,0.9052374958992004,0.16925138235092163,-1.7717148065567017,0.0028104782104492188,0.002038717269897461,40.0
41,0,41,1752712588.5082517,2.2136340141296387,6,,,,,,82.6,79.3,12.943836212158203,225.70606231689453,0.008497238159179688,0.00947427749633789,1.0,1.0,-0.6225734353065491,-1.2229833602905273,0.6800637245178223,-0.23686306178569794,-1.7284727096557617,0.003090381622314453,0.002462625503540039,41.0
42,0,42,1752712588.5187323,2.2241146564483643,6,,,,,,84.2,79.3,12.935184478759766,225.7060546875,0.008498668670654297,0.0094757080078125,1.0,0.0,-0.6924052834510803,-1.2872546911239624,0.5851187705993652,-0.641671895980835,-1.811527967453003,0.0030553340911865234,0.002971649169921875,42.0
43,0,43,1752712588.5294273,2.234809398651123,6,,,,,,87.0,79.3,12.917648315429688,225.70606231689453,0.008500099182128906,0.00947713851928711,1.0,1.0,-0.6470986008644104,-1.3676857948303223,0.7286660671234131,-0.36141952872276306,-1.9582642316818237,0.0033838748931884766,0.002691984176635742,43.0
44,0,44,1752712588.5410788,2.2464609146118164,6,,,,,,82.6,79.3,12.913562774658203,225.7060546875,0.008501529693603516,0.009478569030761719,1.0,1.0,-0.7138331532478333,-1.4376665353775024,0.6884582042694092,-0.7697368264198303,-2.156904935836792,0.003958940505981445,0.0027501583099365234,44.0
45,0,45,1752712588.552424,2.2578060626983643,6,,,,,,86.4,79.4,12.90517807006836,225.7060546875,0.008502960205078125,0.009479999542236328,1.0,1.0,-0.776604950428009,-1.5116900205612183,0.791620135307312,-0.5616593956947327,-2.302358627319336,0.0032918453216552734,0.0030455589294433594,45.0
