system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,timestamp,global_step
60.9,79.9,12.559669494628906,225.7261848449707,1752712567.644318,8049
56.5,79.9,12.559703826904297,225.72616577148438,1752712567.6554987,8050
59.1,79.9,12.559703826904297,225.72615814208984,1752712567.6666574,8051
58.3,79.9,12.559722900390625,225.72615432739258,1752712567.678781,8052
60.9,79.9,12.559722900390625,225.72614669799805,1752712567.690641,8053
54.5,79.9,12.559761047363281,225.72614669799805,1752712567.7017908,8054
62.5,79.9,12.559761047363281,225.72613906860352,1752712567.7131107,8055
58.3,79.9,12.559772491455078,225.72612762451172,1752712567.7252393,8056
57.1,79.9,12.559772491455078,225.72612380981445,1752712567.7366815,8057
60.0,79.9,12.559795379638672,225.72611236572266,1752712567.7484503,8058
56.5,79.9,12.559795379638672,225.7261085510254,1752712567.76029,8059
59.1,79.9,12.559829711914062,225.72610473632812,1752712567.771512,8060
57.1,79.9,12.559829711914062,225.72610473632812,1752712567.7827055,8061
60.0,79.9,12.559829711914062,225.7260971069336,1752712567.794302,8062
57.1,79.9,12.559829711914062,225.72608184814453,1752712567.8057106,8063
56.5,79.9,12.559829711914062,225.72607040405273,1752712567.816945,8064
60.9,79.9,12.559829711914062,225.72607040405273,1752712567.8282852,8065
58.3,79.9,12.559829711914062,225.7260627746582,1752712567.8405259,8066
57.1,79.9,12.559829711914062,225.7260627746582,1752712567.851792,8067
58.3,79.9,12.559829711914062,225.72605514526367,1752712567.8637817,8068
58.3,79.9,12.559829711914062,225.72604751586914,1752712567.8753946,8069
58.3,79.9,12.559829711914062,225.7260398864746,1752712567.8871286,8070
59.1,79.9,12.559829711914062,225.7260284423828,1752712567.8983414,8071
54.5,79.9,12.559829711914062,225.7260284423828,1752712567.9098644,8072
62.5,79.9,12.559829711914062,225.72602081298828,1752712567.9213946,8073
56.5,79.9,12.559829711914062,225.72602081298828,1752712567.9326031,8074
59.1,79.9,12.559833526611328,225.72601699829102,1752712567.9443016,8075
56.5,79.9,12.559864044189453,225.7259979248047,1752712567.9556112,8076
60.0,79.9,12.559883117675781,225.7259864807129,1752712567.9678373,8077
57.1,79.9,12.559883117675781,225.72598266601562,1752712567.9789655,8078
60.7,79.9,12.559883117675781,225.72597885131836,1752712567.9926424,8079
55.6,79.9,12.559883117675781,225.72597885131836,1752712568.0063155,8080
58.3,79.9,12.559883117675781,225.7259750366211,1752712568.0182667,8081
57.7,79.9,12.55965805053711,225.72596740722656,1752712568.031096,8082
58.3,79.9,12.591033935546875,225.72595977783203,1752712568.043765,8083
56.5,79.9,12.591171264648438,225.72594833374023,1752712568.0556538,8084
57.7,79.9,12.591171264648438,225.72594833374023,1752712568.0686011,8085
61.9,79.9,12.591171264648438,225.7259407043457,1752712568.0790892,8086
59.1,79.9,12.591171264648438,225.7259407043457,1752712568.0902042,8087
54.5,79.8,12.600090026855469,225.72593688964844,1752712568.1014626,8088
60.9,79.8,12.600467681884766,225.7259178161621,1752712568.1127388,8089
58.3,79.8,12.600727081298828,225.72586822509766,1752712568.2223248,8090
54.5,79.8,12.600727081298828,225.72586059570312,1752712568.2336342,8091
60.9,79.8,12.60073471069336,225.72586059570312,1752712568.2451732,8092
56.5,79.8,12.60073471069336,225.72585678100586,1752712568.256681,8093
59.1,79.8,12.600761413574219,225.72583389282227,1752712568.267854,8094
56.5,79.8,12.600761413574219,225.72582626342773,1752712568.2795029,8095
60.9,79.8,12.600761413574219,225.72582626342773,1752712568.2909353,8096
59.1,79.8,12.60076904296875,225.72582244873047,1752712568.3022103,8097
58.3,79.8,12.60076904296875,225.7258186340332,1752712568.3144515,8098
56.5,79.8,12.60076904296875,225.72581481933594,1752712568.3257735,8099
62.5,79.8,12.60076904296875,225.7258071899414,1752712568.3372848,8100
54.5,79.8,12.60076904296875,225.72579193115234,1752712568.3485417,8101
59.1,79.8,12.60076904296875,225.7257843017578,1752712568.3600607,8102
60.9,79.8,12.60076904296875,225.7257843017578,1752712568.3715496,8103
56.5,79.8,12.60076904296875,225.72577667236328,1752712568.3832684,8104
56.5,79.8,12.60076904296875,225.72577667236328,1752712568.3948882,8105
60.9,79.8,12.60076904296875,225.72577285766602,1752712568.4063237,8106
56.5,79.8,12.600528717041016,225.7257537841797,1752712568.4177558,8107
60.9,79.8,12.600528717041016,225.7257423400879,1752712568.4292672,8108
56.5,79.8,12.600528717041016,225.7257423400879,1752712568.441343,8109
54.5,79.8,12.600528717041016,225.7257423400879,1752712568.4527767,8110
62.5,79.8,12.600528717041016,225.72573471069336,1752712568.4641511,8111
56.5,79.8,12.600543975830078,225.7257308959961,1752712568.4757404,8112
60.9,79.8,12.60055160522461,225.72572326660156,1752712568.4874213,8113
56.5,79.8,12.60055160522461,225.7257080078125,1752712568.498704,8114
59.1,79.8,12.60055160522461,225.72570037841797,1752712568.5098186,8115
60.9,79.8,12.60055923461914,225.72570037841797,1752712568.521132,8116
57.1,79.8,12.600666046142578,225.72569274902344,1752712568.532363,8117
60.0,79.8,12.600425720214844,225.72569274902344,1752712568.5440123,8118
56.5,79.8,12.600425720214844,225.7256851196289,1752712568.556129,8119
59.1,79.8,12.600425720214844,225.72566986083984,1752712568.5673869,8120
59.1,79.8,12.600425720214844,225.72565841674805,1752712568.578813,8121
58.3,79.8,12.600425720214844,225.72565841674805,1752712568.5900304,8122
59.1,79.8,12.600425720214844,225.72565841674805,1752712568.601571,8123
56.5,79.8,12.600425720214844,225.72565078735352,1752712568.6131365,8124
59.1,79.8,12.60042953491211,225.72564315795898,1752712568.6244671,8125
59.1,79.8,12.60042953491211,225.72563934326172,1752712568.6355815,8126
58.3,79.8,12.600448608398438,225.72562408447266,1752712568.6473033,8127
58.3,79.8,12.600448608398438,225.72561645507812,1752712568.6591272,8128
59.1,79.8,12.600448608398438,225.72561645507812,1752712568.6705854,8129
56.5,79.8,12.600448608398438,225.7256088256836,1752712568.6829507,8130
60.0,79.8,12.600467681884766,225.7256088256836,1752712568.6944983,8131
60.9,79.8,12.600467681884766,225.72560119628906,1752712568.706005,8132
56.5,79.8,12.600482940673828,225.7255859375,1752712568.7175307,8133
58.3,79.8,12.600513458251953,225.7255744934082,1752712568.7293541,8134
59.1,79.8,12.600555419921875,225.7255744934082,1752712568.7411106,8135
60.0,79.8,12.600555419921875,225.7255744934082,1752712568.7533286,8136
54.5,79.8,12.600555419921875,225.72556686401367,1752712568.764941,8137
57.7,79.8,12.600555419921875,225.72555541992188,1752712568.7774754,8138
60.9,79.8,12.600574493408203,225.72555541992188,1752712568.789078,8139
56.0,79.8,12.600627899169922,225.7255401611328,1752712568.8014202,8140
62.5,79.8,12.600627899169922,225.72553253173828,1752712568.813058,8141
54.5,79.8,12.600627899169922,225.72553253173828,1752712568.8246906,8142
60.9,79.8,12.600627899169922,225.72552490234375,1752712568.8360686,8143
56.5,79.8,12.600627899169922,225.72552490234375,1752712568.8476079,8144
60.9,79.8,12.600631713867188,225.72551345825195,1752712568.8592584,8145
56.5,79.8,12.600631713867188,225.72550201416016,1752712568.8713968,8146
57.7,79.8,12.600658416748047,225.72549438476562,1752712568.8842132,8147
55.6,79.8,12.600658416748047,225.72549438476562,1752712568.8976626,8148
56.0,79.8,12.600658416748047,225.72549438476562,1752712568.9107842,8149
60.0,79.8,12.600418090820312,225.7254867553711,1752712568.923262,8150
59.3,79.8,12.600421905517578,225.7254753112793,1752712568.936023,8151
58.3,79.8,12.600421905517578,225.72547149658203,1752712568.9490836,8152
61.5,79.8,12.600189208984375,225.7254638671875,1752712568.9619493,8153
60.0,79.8,12.600189208984375,225.72545623779297,1752712568.974357,8154
57.1,79.8,12.599956512451172,225.7254524230957,1752712568.9853067,8155
60.9,79.8,12.599983215332031,225.72544479370117,1752712568.996821,8156
57.1,79.8,12.600021362304688,225.72544479370117,1752712569.0079749,8157
62.5,79.8,12.600025177001953,225.72543334960938,1752712569.0192523,8158
59.1,79.8,12.600028991699219,225.72542190551758,1752712569.0306568,8159
60.9,79.8,12.600040435791016,225.72541046142578,1752712569.042037,8160
56.0,79.8,12.600040435791016,225.72541046142578,1752712569.0546284,8161
60.9,79.8,12.642581939697266,225.72540664672852,1752712569.0660627,8162
59.1,79.8,12.643104553222656,225.72540283203125,1752712569.0774393,8163
54.5,79.8,12.643264770507812,225.72539138793945,1752712569.0889168,8164
62.5,79.8,12.643367767333984,225.72539138793945,1752712569.1000445,8165
59.1,79.8,12.643367767333984,225.72537231445312,1752712569.111774,8166
56.5,79.8,12.643367767333984,225.72536849975586,1752712569.1230607,8167
57.1,79.8,12.64337158203125,225.7253646850586,1752712569.133982,8168
62.5,79.8,12.64337158203125,225.72536087036133,1752712569.1455166,8169
57.1,79.8,12.64337158203125,225.72536087036133,1752712569.1568718,8170
58.3,79.8,12.64345932006836,225.72534942626953,1752712569.1689036,8171
60.9,79.8,12.64345932006836,225.72533798217773,1752712569.180242,8172
54.5,79.8,12.64345932006836,225.72532653808594,1752712569.191377,8173
60.9,79.8,12.64345932006836,225.72532653808594,1752712569.202454,8174
57.1,79.8,12.64345932006836,225.72532272338867,1752712569.2139328,8175
57.7,79.8,12.64345932006836,225.7253189086914,1752712569.2264028,8176
60.0,79.8,12.64345932006836,225.72531127929688,1752712569.239461,8177
58.9,79.8,12.644676208496094,225.7252655029297,1752712569.34531,8178
56.5,79.8,12.644676208496094,225.72525024414062,1752712569.3566444,8179
59.1,79.8,12.644676208496094,225.72525024414062,1752712569.3679903,8180
59.1,79.8,12.644683837890625,225.72524642944336,1752712569.379241,8181
58.3,79.8,12.654411315917969,225.7252426147461,1752712569.391415,8182
59.1,79.8,12.654411315917969,225.72523498535156,1752712569.402555,8183
60.0,79.8,12.6544189453125,225.72522354125977,1752712569.4141965,8184
54.5,79.8,12.654426574707031,225.72521209716797,1752712569.4256933,8185
60.9,79.8,12.654426574707031,225.7252082824707,1752712569.437228,8186
57.1,79.8,12.654426574707031,225.72520446777344,1752712569.44788,8187
59.1,79.8,12.654426574707031,225.72520065307617,1752712569.459156,8188
56.5,79.8,12.654426574707031,225.7251968383789,1752712569.4705367,8189
60.9,79.8,12.654426574707031,225.7251853942871,1752712569.4823153,8190
