system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,timestamp,global_step
80.1,76.1,14.913089752197266,225.8282127380371,1752712457.0102794,0
100.0,78.2,13.648689270019531,225.82782363891602,1752712457.5824432,1
100.0,78.2,13.648689270019531,225.82781982421875,1752712457.590973,2
100.0,78.2,13.648208618164062,225.82781219482422,1752712457.601213,3
100.0,78.2,13.640518188476562,225.82781219482422,1752712457.6106465,4
100.0,78.2,13.640037536621094,225.82781219482422,1752712457.6196458,5
100.0,78.1,13.662769317626953,225.8278045654297,1752712457.6288066,6
100.0,78.1,13.690620422363281,225.82780075073242,1752712457.6377497,7
100.0,78.1,13.690620422363281,225.82780075073242,1752712457.6479895,8
100.0,78.1,13.689178466796875,225.82779693603516,1752712457.6561828,9
100.0,78.1,13.68124771118164,225.8277931213379,1752712457.6687882,10
100.0,78.1,13.677162170410156,225.82778930664062,1752712457.677417,11
100.0,78.1,13.67190170288086,225.82778549194336,1752712457.6877189,12
100.0,78.1,13.665172576904297,225.8277816772461,1752712457.6969993,13
