system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,timestamp,global_step
75.2,71.1,18.06320571899414,225.82836151123047,1752712456.200793,0
100.0,73.8,16.34860610961914,225.8283348083496,1752712456.57014,1
100.0,73.9,16.32938003540039,225.8283348083496,1752712456.5738542,2
100.0,73.9,16.32000732421875,225.8283348083496,1752712456.5790799,3
100.0,73.9,16.29693603515625,225.8283348083496,1752712456.583703,4
100.0,73.9,16.289485931396484,225.8283348083496,1752712456.5886002,5
100.0,74.0,16.279632568359375,225.82833099365234,1752712456.5931036,6
100.0,74.0,16.26280975341797,225.82832717895508,1752712456.5980208,7
100.0,74.0,16.24863052368164,225.82832717895508,1752712456.602437,8
100.0,74.0,16.234451293945312,225.82832717895508,1752712456.6071975,9
100.0,74.1,16.210208892822266,225.82832717895508,1752712456.6154659,10
100.0,74.1,16.201316833496094,225.82832717895508,1752712456.620616,11
100.0,74.1,16.163345336914062,225.8283233642578,1752712456.6255755,12
100.0,74.2,16.155654907226562,225.82831954956055,1752712456.6300876,13
100.0,74.2,16.147964477539062,225.82831954956055,1752712456.634569,14
100.0,74.2,16.132247924804688,225.82831954956055,1752712456.6402864,15
100.0,74.2,16.132247924804688,225.82831954956055,1752712456.6449907,16
100.0,74.2,16.116146087646484,225.82831954956055,1752712456.6502666,17
100.0,74.2,16.10220718383789,225.82831573486328,1752712456.6584787,18
100.0,74.3,16.07745361328125,225.82831573486328,1752712456.6621633,19
100.0,74.3,16.06543731689453,225.82831192016602,1752712456.6671455,20
100.0,74.3,16.05774688720703,225.82831192016602,1752712456.6715202,21
