system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,timestamp,global_step
83.5,78.9,13.199665069580078,225.82772064208984,1752712457.9010153,0
98.4,80.3,12.331249237060547,225.82746124267578,1752712458.3345568,1
91.3,80.3,12.316436767578125,225.82744598388672,1752712458.3455145,2
92.0,80.3,12.297218322753906,225.8274383544922,1752712458.3579872,3
92.3,80.4,12.266475677490234,225.82743072509766,1752712458.3711462,4
91.7,80.4,12.235721588134766,225.8274269104004,1752712458.383913,5
91.7,80.4,12.220584869384766,225.8274269104004,1752712458.3952205,6
92.3,80.5,12.197525024414062,225.82742309570312,1752712458.408265,7
93.1,80.4,12.221885681152344,225.82741165161133,1752712458.423504,8
83.9,80.2,12.366374969482422,225.8274040222168,1752712458.4385366,9
84.2,80.1,12.466178894042969,225.8274040222168,1752712458.45737,10
75.8,80.0,12.52743148803711,225.82740020751953,1752712458.4743268,11
72.7,80.0,12.52780532836914,225.82740020751953,1752712458.4913447,12
75.0,80.0,12.528404235839844,225.82738876342773,1752712458.5075507,13
