global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward,checkpoint_saved,checkpoint_episode,avg_reward,reward_change,model_file
35,1,2,1752712457.1401966,3.5428295135498047,8.0,,,,,,100.0,76.7,14.537811279296875,225.82813262939453,0.017934322357177734,0.01910686492919922,1.0,1.0,-0.5411806106567383,-0.16190698742866516,0.1657763570547104,-0.01113749947398901,-0.34322819113731384,0.00200653076171875,0.0008709430694580078,3.0,,,,,
36,1,3,1752712457.1468418,3.5494749546051025,8.0,,,,,,100.0,76.8,14.5205078125,225.82813262939453,0.017935752868652344,0.01910686492919922,1.0,1.0,-0.5462687015533447,-0.16385629773139954,0.3381938338279724,0.33849096298217773,-0.38029536604881287,0.0018017292022705078,0.00044655799865722656,4.0,,,,,
37,1,4,1752712457.1526806,3.5553135871887207,8.0,,,,,,100.0,76.8,14.511615753173828,225.82813262939453,0.017937183380126953,0.01910686492919922,1.0,0.0,-0.855563223361969,-0.16908860206604004,0.603592574596405,0.6881288886070251,-0.7290063500404358,0.0014257431030273438,0.0006883144378662109,5.0,,,,,
38,1,5,1752712457.1582508,3.5608837604522705,8.0,,,,,,100.0,76.8,14.495994567871094,225.82813262939453,0.017938613891601562,0.01910686492919922,1.0,1.0,-0.551668107509613,-0.18391823768615723,0.36473023891448975,0.3402504622936249,-0.4564600884914398,0.0014684200286865234,0.0005748271942138672,6.0,,,,,
39,1,6,1752712457.1652179,3.5678510665893555,8.0,,,,,,100.0,76.8,14.47604751586914,225.82813262939453,0.017940044403076172,0.01910686492919922,1.0,0.0,-0.850465714931488,-0.19173409044742584,0.6361911296844482,0.6903387904167175,-0.7610908150672913,0.002025604248046875,0.001329660415649414,7.0,,,,,
40,1,7,1752712457.1699264,3.5725598335266113,8.0,,,,,,100.0,76.9,14.46282958984375,225.82812881469727,0.01794147491455078,0.01910686492919922,1.0,0.0,-0.8483259677886963,-0.20960035920143127,0.43804502487182617,0.34299811720848083,-0.6548671126365662,0.001613616943359375,0.0006895065307617188,8.0,,,,,
41,1,8,1752712457.1773305,3.5799636840820312,8.0,,,,,,100.0,76.9,14.43975830078125,225.82812881469727,0.01794290542602539,0.01910686492919922,1.0,1.0,-0.5645642876625061,-0.22673146426677704,0.34059080481529236,-0.003935403190553188,-0.730806291103363,0.002194643020629883,0.0009844303131103516,9.0,,,,,
42,1,9,1752712457.1839204,3.5865535736083984,8.0,,,,,,100.0,76.9,14.432548522949219,225.828125,0.0179443359375,0.01910686492919922,1.0,0.0,-0.8390350937843323,-0.23663173615932465,0.48874494433403015,0.3467860817909241,-0.7544078826904297,0.0026133060455322266,0.0009698867797851562,10.0,,,,,
43,1,10,1752712457.18992,3.59255313873291,8.0,,,,,,100.0,77.0,14.403949737548828,225.828125,0.01794576644897461,0.01910686492919922,1.0,0.0,-0.8284784555435181,-0.25685808062553406,0.39923280477523804,0.0049751922488212585,-0.839508593082428,0.003897428512573242,0.00030541419982910156,11.0,,,,,
44,1,11,1752712457.1962874,3.5989205837249756,8.0,,,,,,100.0,77.0,14.397220611572266,225.828125,0.01794719696044922,0.01910686492919922,1.0,1.0,-0.5846245288848877,-0.2763204276561737,0.44295454025268555,0.11009422689676285,-0.8729469776153564,0.001527547836303711,0.001455545425415039,12.0,,,,,
45,1,12,1752712457.2048619,3.607494831085205,8.0,,,,,,100.0,77.0,14.364776611328125,225.828125,0.017948627471923828,0.01910686492919922,1.0,0.0,-0.8189449906349182,-0.28824523091316223,0.3951863944530487,0.0048095411621034145,-0.8553097248077393,0.0016894340515136719,0.0005865097045898438,13.0,,,,,
46,1,13,1752712457.2122114,3.614844560623169,8.0,,,,,,100.0,77.0,14.345069885253906,225.82812118530273,0.017950057983398438,0.01910686492919922,1.0,1.0,-0.5930142998695374,-0.31051239371299744,0.4260792136192322,0.04278115555644035,-0.8999814391136169,0.0018622875213623047,0.0004019737243652344,14.0,,,,,
47,1,14,1752712457.2271378,3.6297709941864014,8.0,,,,,,100.0,77.1,14.31887435913086,225.82811737060547,0.017951488494873047,0.01910686492919922,1.0,1.0,-0.5908759832382202,-0.32533013820648193,0.40452340245246887,0.00957798957824707,-0.8936858177185059,0.003330230712890625,0.00443267822265625,15.0,,,,,
48,1,15,1752712457.239354,3.6419870853424072,8.0,,,,,,100.0,77.1,14.2821044921875,225.82810974121094,0.017952919006347656,0.01910686492919922,1.0,1.0,-0.5931371450424194,-0.3442172110080719,0.5927587151527405,0.36063581705093384,-0.9498516321182251,0.0015451908111572266,0.0006284713745117188,16.0,,,,,
49,1,16,1752712457.244309,3.646941900253296,8.0,,,,,,100.0,77.2,14.272518157958984,225.8281021118164,0.017954349517822266,0.01910686492919922,1.0,1.0,-0.5954331159591675,-0.36765289306640625,0.8671446442604065,0.7117578983306885,-1.070729374885559,0.0016193389892578125,0.0005733966827392578,17.0,,,,,
50,1,17,1752712457.2493901,3.6520230770111084,8.0,,,,,,100.0,77.2,14.269874572753906,225.8280906677246,0.017955780029296875,0.01910686492919922,1.0,0.0,-0.8027539253234863,-0.3961889147758484,1.1775321960449219,1.063011884689331,-1.4468330144882202,0.0016148090362548828,0.0006859302520751953,18.0,,,,,
51,1,18,1752712457.253293,3.65592622756958,8.0,,,,,,100.0,77.2,14.254013061523438,225.8280906677246,0.017957210540771484,0.01910686492919922,1.0,1.0,-0.606886625289917,-0.4375991225242615,1.058892011642456,0.7175810933113098,-1.494451880455017,0.001566171646118164,0.00021266937255859375,19.0,,,,,
52,1,19,1752712457.257514,3.6601474285125732,8.0,,,,,,100.0,77.2,14.235027313232422,225.82808303833008,0.017958641052246094,0.01910686492919922,1.0,0.0,-0.7941654920578003,-0.47289156913757324,1.3648735284805298,1.0695072412490845,-1.6908787488937378,0.0017864704132080078,0.0004329681396484375,20.0,,,,,
53,1,20,1752712457.2614276,3.6640608310699463,8.0,,,,,,100.0,77.2,14.231182098388672,225.8280792236328,0.017960071563720703,0.01910686492919922,1.0,1.0,-0.6197145581245422,-0.5228015184402466,1.2994664907455444,0.7253363132476807,-1.9529255628585815,0.0014872550964355469,0.00028777122497558594,21.0,,,,,
54,2,0,1752712457.3645139,3.7671470642089844,8.0,,,,,,100.0,77.6,14.009895324707031,225.82798385620117,0.017915725708007812,0.01910686492919922,1.0,0.0,-0.8646175861358643,-0.040026940405368805,0.30049899220466614,0.324907511472702,-0.4108183979988098,0.0042972564697265625,0.0003345012664794922,1.0,,,,,
55,2,1,1752712457.3728442,3.775477409362793,8.0,,,,,,100.0,77.6,14.001724243164062,225.82798385620117,0.017917156219482422,0.01910686492919922,1.0,1.0,-0.5462390184402466,-0.05026566982269287,0.40128472447395325,0.3202112019062042,-0.4197421073913574,0.002814769744873047,0.0006227493286132812,2.0,,,,,
56,2,2,1752712457.3845904,3.7872235774993896,8.0,,,,,,100.0,77.6,13.984661102294922,225.82798385620117,0.01791858673095703,0.01910686492919922,1.0,0.0,-0.8674002885818481,-0.05260125920176506,0.2642212212085724,0.26997989416122437,-0.37469929456710815,0.0016629695892333984,0.0005929470062255859,3.0,,,,,
57,2,3,1752712457.3925664,3.7951996326446533,8.0,,,,,,100.0,77.6,13.984577178955078,225.8279800415039,0.01792001724243164,0.01910686492919922,1.0,0.0,-0.8676331043243408,-0.06386090070009232,0.3660297691822052,0.2655952274799347,-0.3893294036388397,0.004244565963745117,0.0009601116180419922,4.0,,,,,
58,2,4,1752712457.4058206,3.8084537982940674,8.0,,,,,,100.0,77.7,13.95285415649414,225.82797241210938,0.01792144775390625,0.01910686492919922,1.0,0.0,-0.8759669065475464,-0.07308913767337799,0.5717347860336304,0.5614333748817444,-0.7196972370147705,0.002413034439086914,0.0033597946166992188,5.0,,,,,
59,2,5,1752712457.4172668,3.819899797439575,8.0,,,,,,100.0,77.7,13.94302749633789,225.82797241210938,0.01792287826538086,0.01910686492919922,1.0,0.0,-0.8872178792953491,-0.0798177719116211,0.8115444183349609,0.8841313123703003,-1.067516565322876,0.0015170574188232422,0.0006010532379150391,6.0,,,,,
60,2,6,1752712457.4274085,3.8300416469573975,8.0,,,,,,100.0,77.7,13.926712036132812,225.82797241210938,0.01792430877685547,0.01910686492919922,1.0,0.0,-0.8942429423332214,-0.08350050449371338,1.072914481163025,1.2104793787002563,-1.415614128112793,0.005894184112548828,0.0006873607635498047,7.0,,,,,
61,2,7,1752712457.4372256,3.8398587703704834,8.0,,,,,,100.0,77.8,13.905803680419922,225.82797241210938,0.017925739288330078,0.01910686492919922,1.0,1.0,-0.5266255140304565,-0.08351871371269226,1.35592520236969,1.5425013303756714,-1.7641175985336304,0.0016188621520996094,0.003010988235473633,8.0,,,,,
62,2,8,1752712457.4507136,3.853346824645996,8.0,,,,,,100.0,77.8,13.882492065429688,225.8279685974121,0.017927169799804688,0.01910686492919922,1.0,1.0,-0.4863356649875641,-0.0734947919845581,1.1191787719726562,1.2071657180786133,-1.415387749671936,0.0024497509002685547,0.0014574527740478516,9.0,,,,,
63,2,9,1752712457.459759,3.862391948699951,8.0,,,,,,100.0,77.8,13.882137298583984,225.82795333862305,0.017928600311279297,0.01910686492919922,1.0,0.0,-1.0078966617584229,-0.06387946009635925,0.9313515424728394,0.8816830515861511,-1.0673238039016724,0.001964092254638672,0.0008211135864257812,10.0,,,,,
64,2,10,1752712457.470627,3.873260259628296,8.0,,,,,,100.0,77.8,13.851375579833984,225.82795333862305,0.017930030822753906,0.01910686492919922,1.0,0.0,-0.9864321947097778,-0.06067115068435669,1.2398498058319092,1.237990140914917,-1.417428970336914,0.0037169456481933594,0.0009524822235107422,11.0,,,,,
65,2,11,1752712457.4770463,3.8796794414520264,8.0,,,,,,100.0,77.9,13.832149505615234,225.82793426513672,0.017931461334228516,0.01910686492919922,1.0,0.0,-0.9588426947593689,-0.05271416902542114,1.572043776512146,1.5993735790252686,-1.7677905559539795,0.0018990039825439453,0.0008952617645263672,12.0,,,,,
66,2,12,1752712457.4824584,3.885091543197632,8.0,,,,,,100.0,77.9,13.829265594482422,225.82793045043945,0.017932891845703125,0.01910686492919922,1.0,0.0,-0.9286273717880249,-0.03934812545776367,1.9283593893051147,1.9676880836486816,-2.118443727493286,0.001638650894165039,0.0008337497711181641,13.0,,,,,
67,2,13,1752712457.4871511,3.889784336090088,8.0,,,,,,100.0,77.9,13.815807342529297,225.82793045043945,0.017934322357177734,0.01910686492919922,1.0,0.0,-0.8982247710227966,-0.019865453243255615,2.3111817836761475,2.3445961475372314,-2.4693503379821777,0.0018510818481445312,0.0004470348358154297,14.0,,,,,
68,2,14,1752712457.4932358,3.8958687782287598,8.0,,,,,,100.0,77.9,13.800426483154297,225.82791900634766,0.017935752868652344,0.01910686492919922,1.0,1.0,-0.5434770584106445,0.0064716339111328125,2.723378896713257,2.7314975261688232,-2.820373773574829,0.0020613670349121094,0.001089334487915039,15.0,,,,,
69,3,0,1752712457.5833647,3.9859979152679443,8.0,,,,,,100.0,78.2,13.648689270019531,225.82782363891602,0.017907142639160156,0.01910686492919922,1.0,1.0,-0.7896075248718262,-0.018092121928930283,0.22001273930072784,0.20497582852840424,-0.31692105531692505,0.002382993698120117,0.0019176006317138672,1.0,,,,,
70,3,1,1752712457.5923944,3.995027542114258,8.0,,,,,,100.0,78.2,13.648689270019531,225.82781982421875,0.017908573150634766,0.01910686492919922,1.0,1.0,-0.7762951254844666,-0.016941502690315247,0.3298289477825165,0.3290010690689087,-0.3076668381690979,0.0024323463439941406,0.001856088638305664,2.0,,,,,
71,3,2,1752712457.6011271,4.00376033782959,8.0,,,,,,100.0,78.2,13.648208618164062,225.82781219482422,0.017910003662109375,0.01910686492919922,1.0,1.0,-0.7797089219093323,-0.019023209810256958,0.5933051109313965,0.6787392497062683,-0.6403051614761353,0.0024449825286865234,0.0018625259399414062,3.0,,,,,
72,3,3,1752712457.6104693,4.0131025314331055,8.0,,,,,,100.0,78.2,13.640518188476562,225.82781219482422,0.017911434173583984,0.01910686492919922,1.0,1.0,-0.7911887168884277,-0.024818331003189087,0.8882115483283997,1.0285801887512207,-0.9922295808792114,0.0026984214782714844,0.002149343490600586,4.0,,,,,
73,3,4,1752712457.6195664,4.022199630737305,8.0,,,,,,100.0,78.2,13.640037536621094,225.82781219482422,0.017912864685058594,0.01910686492919922,1.0,0.0,-0.5930050611495972,-0.034883737564086914,1.201481580734253,1.378635287284851,-1.3479782342910767,0.0021190643310546875,0.0025987625122070312,5.0,,,,,
74,3,5,1752712457.629108,4.031741142272949,8.0,,,,,,100.0,78.1,13.662769317626953,225.8278045654297,0.017914295196533203,0.01910686492919922,1.0,1.0,-0.9397318959236145,-0.055935680866241455,1.0461732149124146,1.0314935445785522,-1.0363883972167969,0.0037980079650878906,0.0019469261169433594,6.0,,,,,
75,3,6,1752712457.6378467,4.040479898452759,8.0,,,,,,100.0,78.1,13.690620422363281,225.82780075073242,0.017915725708007812,0.01910686492919922,1.0,1.0,-0.9264903664588928,-0.07095587253570557,1.359971284866333,1.3823682069778442,-1.405716896057129,0.0036454200744628906,0.0019457340240478516,7.0,,,,,
76,3,7,1752712457.647454,4.050087213516235,8.0,,,,,,100.0,78.1,13.690620422363281,225.82780075073242,0.017917156219482422,0.01910686492919922,1.0,0.0,-0.510541558265686,-0.09140908718109131,1.7015864849090576,1.7334457635879517,-1.7807122468948364,0.003049135208129883,0.0025031566619873047,8.0,,,,,
77,3,8,1752712457.6554837,4.058116674423218,8.0,,,,,,100.0,78.1,13.689178466796875,225.82779693603516,0.01791858673095703,0.01910686492919922,1.0,1.0,-1.0807760953903198,-0.12518364191055298,1.631441593170166,1.387900471687317,-1.5766346454620361,0.0025174617767333984,0.0015940666198730469,9.0,,,,,
78,3,9,1752712457.6638012,4.066434383392334,8.0,,,,,,100.0,78.1,13.681968688964844,225.82779693603516,0.01792001724243164,0.01910686492919922,1.0,1.0,-1.0462136268615723,-0.15321975946426392,1.9748550653457642,1.739754557609558,-1.8869292736053467,0.0024003982543945312,0.0019426345825195312,10.0,,,,,
79,4,0,1752712457.7419164,4.144549608230591,8.0,,,,,,100.0,78.3,13.576736450195312,225.82776641845703,0.01789999008178711,0.01910686492919922,1.0,1.0,-0.4884239435195923,0.1417795717716217,0.23602253198623657,0.4950615167617798,0.002277100458741188,0.002140522003173828,0.0010046958923339844,1.0,,,,,
80,4,1,1752712457.7496328,4.152266025543213,8.0,,,,,,100.0,78.3,13.552490234375,225.82776641845703,0.01790142059326172,0.01910686492919922,1.0,1.0,-0.4720214903354645,0.14561498165130615,0.3539966344833374,0.49415427446365356,-0.3027679920196533,0.0022895336151123047,0.0015115737915039062,2.0,,,,,
81,4,2,1752712457.7577507,4.160383939743042,8.0,,,,,,100.0,78.4,13.528697967529297,225.82776641845703,0.017902851104736328,0.01910686492919922,1.0,1.0,-0.48629170656204224,0.1466984748840332,0.6067211627960205,0.7000055909156799,-0.6401562690734863,0.002127408981323242,0.0016872882843017578,3.0,,,,,
82,4,3,1752712457.7655454,4.1681787967681885,8.0,,,,,,100.0,78.4,13.505626678466797,225.82776641845703,0.017904281616210938,0.01910686492919922,1.0,1.0,-0.5218941569328308,0.14454340934753418,0.891997218132019,1.048996925354004,-0.9794815182685852,0.0023539066314697266,0.0015017986297607422,4.0,,,,,
83,4,4,1752712457.772706,4.175339221954346,8.0,,,,,,100.0,78.4,13.486881256103516,225.82776641845703,0.017905712127685547,0.01910686492919922,1.0,0.0,-0.8324363231658936,0.13858675956726074,1.19673490524292,1.3982511758804321,-1.3228163719177246,0.00222015380859375,0.0013995170593261719,5.0,,,,,
84,4,5,1752712457.7798285,4.182461738586426,8.0,,,,,,100.0,78.5,13.467655181884766,225.8277587890625,0.017907142639160156,0.01910686492919922,1.0,0.0,-0.6535392999649048,0.12241232395172119,1.0322660207748413,1.050192952156067,-0.9976091980934143,0.0021364688873291016,0.0011682510375976562,6.0,,,,,
85,4,6,1752712457.7871087,4.189741849899292,8.0,,,,,,100.0,78.4,13.481765747070312,225.82775497436523,0.017908573150634766,0.01910686492919922,1.0,1.0,-0.9155445098876953,0.10650667548179626,0.9218051433563232,1.0839353799819946,-0.6811734437942505,0.0022983551025390625,0.0011799335479736328,7.0,,,,,
